source,reference,direct_translation,noisy_channel_translation,direct_bleu,noisy_bleu,winner
"The exam will also feature ""unseen texts"" to encourage wider reading;","अधिक से अधिक पढ़ने को प्रोत्साहित करने के लिए परीक्षा में ""नहीं देखा हुआ पाठ"" भी शामिल होगा ।","परीक्षा भी विस्तृत पठन को बढ़ावा देने के लिए ""पूर्ण पाठ"" विशेषता होगी;","परीक्षा विस्तृत पठन को बढ़ावा देने के लिए ""पूर्ण पाठ"" भी विशेषता होगी",6.018244337658906,9.273454500575381,Noisy Channel
"But depressed and knowing something was wrong, he demanded medical records.","लेकिन अवसादग्रस्त तथा कुछ गड़बड़ महसूस करते हुए, उसने चिकित्सकीय अभिलेखों की मांग की।","लेकिन हताश और किसी बात को जानते हुए, उसने चिकित्सीय अभिलेखों की माँग की ।","लेकिन हताश और कुछ गलत बात जानने के बाद, उसने चिकित्सीय रिकॉर्ड माँग की ।",11.980914528565991,6.150343144231885,Direct
During the investigation of this group it was revealed that this businessman had deducted the TDS but had not paid it in.,इसी कड़ी की जांच में पता चला था कि इस व्यापारी ने टीडीएस तो काटा है लेकिन जमा नहीं कराया।,इस समूह की जाँच के दौरान यह प्रकट किया गया कि इस व्यापारी ने टी.,इस समूह की जांच के दौरान यह प्रकट किया गया कि इस व्यापारी ने टी.,12.607704921829502,14.179666986700974,Noisy Channel
All the guests will join the Lakshmi Puja for the birthday party on Friday.,शुक्रवार को सभी मेहमान यहां जन्मदिन पर लक्ष्मी पूजा के लिए जुटेंगे।,सभी मेहमान शुक्रवार को जन्मदिन की पार्टी के लिए लाशौजी मे शामिल होंगे.,सभी मेहमान शुक्रवार को जन्मदिन की पार्टी के लिए लाशौजी मे शामिल होंगे.,10.224003680109194,10.224003680109194,Tie
"So now they have decided to plan residential projects beyond Jhunsi in the east, Fafamau in the north, and beyond Naini in the South.","ऐसे में उसे अब पूरब की तरफ झूंसी से आगे, उत्तर दिशा में फाफामऊ और दक्षिण दिशा में नैनी से आगे की तरफ आवासीय प्लान करने का मंसूबा बना लिया है।","इसलिए अब उन्होंने पूर्व, उत्तर में फूरोआ, और दक्षिण में नाईनी के पारे के अलावा राज - गृह परियोजनाओं की योजना बनाने का निर्णय किया है ।","इसलिए अब उन्होंने पूर्व, उत्तर में फूरोआ, और दक्षिण में नाईनी के पारे के अलावा राज - घर योजना बनाने का फैसला किया है ।",4.019252853959106,3.8789171558193365,Direct
"It cannot justify the findings of a report that says the White House\'s efforts to silence the media are the ""most aggressive ... since the Nixon Administration.""","यह उस रिपोर्ट के निष्कर्षों का उत्तर नहीं दे सकती है, जिसका कहना है कि व्हाइट हाउस द्वारा मीडियो को चुप कराने के प्रयास ""निक्सन प्रशासन के बाद से अब तक सबसे आक्रामक रहे हैं।""","यह एक रिपोर्ट की खोज को सही नहीं कर सकता है कि व्हाइट हाउस कहते हैं\ के मीडिया को चुप करने के प्रयास ""सबसे कठोर... नक्सन प्रशासन"" हैं।","यह एक रिपोर्ट की खोज को सही नहीं कर सकता है कि व्हाइट हाउस कहते हैं\ के मीडिया को चुप करने के प्रयास ""सबसे कठोर... नक्सन प्रशासन"" हैं.",11.447502733224487,11.293281684510642,Direct
"Clearly, Modi was referring to Sibal, who had told journalists in Delhi that Modi wants to create an environment where he is in control, where he gives his speeches and he does not talk to journalists in order to avoid their questions.","स्पष्ट रूप से मोदी, सिब्बल को जवाब दे रहे थे जिन्होंने दिल्ली में संवाददाताओं से कहा कि मोदी अपने नियंत्रण वाला माहौल चाहते हैं जहां वह अपना भाषण देते हैं और पत्रकारों से सवालों से बचने के लिए उनसे बात नहीं करते।","इससे साफ पता चलता है कि मोदी ने दिल्ली के पत्रकारों से कहा था कि मोडी एक ऐसा वातावरण बनाना चाहता है जहाँ वह नियंत्रण में रहता है, जहाँ वह अपने भाषण देता है और पत्रकारों से उनके प्रश्‍नों से बचने के लिए बात नहीं करता ।",इससे साफ पता चलता है कि मोदी ने दिल्ली के पत्रकारों से कहा था कि मोडी एक ऐसा वातावरण बनाना चाहता है जहाँ वह अपने भाषण देता है और पत्रकारों से बात नहीं करता ।,10.06892136454607,5.780254773632967,Direct
Megha Singh and Priti Kaushik conducted the function.,संचालन मेघा सिंह व प्रीति कौशिक ने किया।,जया सिंह और प्राशिक कांश ने इस समारोह को संचालित किया।,जया सिंह और प्राशिक कांश ने इस समारोह को चलाया ।,4.9323515694897075,4.456882760699063,Direct
"Meanwhile, questions are being raised about the urn procession undertaken by the BJP, carrying the ashes of the people who died in the blasts.","इस बीच, पटना धमाके में मारे गए लोगों को लेकर निकाली गई बीजेपी की अस्थि कलश यात्रा पर भी सवाल उठने लगे हैं।","इस बीच, बीपी द्वारा किए गए यूपी के बारे में प्रश्‍न उठाए जा रहे हैं, और जो लोग विस्फोटों में मारे गए उनकी राख उठाए जा रहे हैं ।","इस बीच, बीपी द्वारा किए गए यूपी के उत्सव के बारे में प्रश्‍न उठाए जा रहे हैं ।",7.508325052934221,6.581209667722547,Direct
"The election turned out to be a landslide, and news anchors paused to reflect on the historic nature of the hour.","चुनाव एकतरफ साबित हुए, तथा समाचार वक्ताओं ने उस समय की ऐतिहासिक महत्व को दर्शाने के लिए विराम लिया था।","चुनावों ने एक भू - दृश्‍य साबित किया, और समाचार लंगर को उस घड़ी के ऐतिहासिक स्वरूप पर विचार करने के लिए ठहरा हुआ ।","चुनावों से एक भू - लंगर निकला, और समाचार लंगरों ने उस घड़ी के ऐतिहासिक स्वभाव पर विचार करने के लिए ठहरा दिया ।",4.207993129078362,4.899864500847875,Noisy Channel
I can only shut my eyes and slowly open them again...,मैं केवल मेरी आँखें बंद कर सकता हू और धीरे से उन्हें फिर खोलें...,मैं केवल मेरी आँखें बंद कर सकते हैं और धीरे धीरे से उन्हें खोल सकते हैं...,मैं केवल मेरी आँखें बंद कर सकते हैं और धीरे धीरे से उन्हें खोल सकते हैं...,39.824947488393164,39.824947488393164,Tie
"German MP Hans-Christian Ströbele on Thursday met Mr Snowden in Russia, where he has been granted asylum, to discuss him testifying in Germany.","जर्मन एम.पी. हंस क्रिश्चियन स्ट्रॉ बेले, ने रूस में श्री स्नो डेन सेगुरुवार को  मुलाकात की, जहां  उसे जर्मनी में गवाही के बारे में बात करने के लिए, शरण दे दी गई है.","जर्मन एमपीUN-SUlare गुरुवार पर श्री स्नोden मिले, जहां उसे जर्मनी में गवाही देने के लिए शरण दी गई है.","जर्मन MPUNUN-SUlare गुरुवार पर श्री स्नोडन से मिले, जहाँ उसे शरण दी गई है, ताकि जर्मनी में गवाही दे सके.",15.681380785387876,6.08410619319827,Direct
"""They believe that it defies logic, the laws of physics as well as common sense,"" Crump said.","क्रम्प ने कहा कि ""उनका मानना है कि यह बात शारीरिक नियम एवं सामान्य बुद्धि के तर्क से परे है।""","""वे मानते हैं कि यह तर्क विरोध करता है, भौतिक और सामान्य अर्थ के नियम,"" Cuck ने कहा.","""वे मानते हैं कि यह तर्क विरोध करता है, भौतिक और सामान्य अर्थ के नियम,"" Cuck ने कहा.",5.997679046248611,5.997679046248611,Tie
Councillors accused Dukpa of turning up at the function without an invitation.,पार्षदों ने डुक्पा को बिना आमंत्रण के समारोह में आने का आरोप लगाया।,परिषद्‌ ने बिना निमंत्रण के समारोह में परिवर्तन करने का आरोप लगाया ।,परिषद्‌ ने बिना निमंत्रण के इस समारोह में भाग लेने का आरोप लगाया।,15.727800941615351,16.26170171519489,Noisy Channel
The ADC said that the players will have to demonstrate their skills and exercise discipline to strengthen their abilities with hard work. Only then could they prove their mettle in the future and bring glory to the country and their states.,एडीसी ने कहा कि खिलाड़ियों को अपनी प्रतिभा को और अधिक निखारने के लिए अनुशासन का परिचय देते हुए कड़ी मेहनत करनी होगी तभी वे भविष्य में अपनी खेल प्रतिभा का लोहा मनवा पाएंगे और देश व प्रदेश का नाम रोशन करेंगे।,एडिसी ने कहा कि खिलाड़ियों को अपने कौशल को प्रदर्शित करना और कड़ी मेहनत के साथ अपनी क्षमताओं को मज़बूत करने के लिए अनुशासन देना होगा ।,एडिसी ने कहा कि खिलाड़ियों को अपने कौशल को प्रदर्शित करना और कड़ी मेहनत से अपनी क्षमताओं को मज़बूत करने के लिए अनुशासन देना होगा ।,11.698657921628982,11.46995181715086,Direct
"""Let me say directly to these Americans: you deserve better,"" Sebelius said in testimony before the House Energy and Commerce Committee in Washington.","वांशिगटन में गृह ऊर्जा एवं वाणिज्य समिति के समक्ष एक कथन में सेबेलियस ने कहा कि ""मैं इन अमेरिकी नागरिकों को सीधे बताती हूँ\'\' आप इससे बेहतर के हकदार हैं।""","""मुझे इन लोगों से सीधे कहना है: तुम बेहतर हो,"" सेबेलियस ने वॉशिंगटन में ऊर्जा और कॉमिस समिति के पहले गवाही में कहा।","""मुझे इन आदिवासियों को सीधे ही कहना है: तुम बेहतर हो,"" सेबेलियस ने वॉशिंगटन में ऊर्जा और कॉमिस समिति के पहले गवाही में कहा.",3.701633319734583,4.32749762281423,Noisy Channel
They asked some subjects to count the number of dots on a computer screen.,उन्होंने कुछ लोगों से कंप्यूटर स्क्रीन पर बिंदुओं की संख्या बताने को कहा।,उन्होंने कुछ विषयों से पूछा कि कंप्यूटर स्क्रीन पर बिन्दुओं की संख्या गिनें.,उन्होंने कुछ विषयों से पूछा कि कंप्यूटर स्क्रीन पर बिन्दुओं की संख्या गिनें.,16.06455374563062,16.06455374563062,Tie
Gender nonconforming boys now have special camp.,अब गैर-अनुरूप लिंग वाले लड़कों के लिए विशेष शिविर होते हैं।,अब लड़कों के पास विशेष शिविर है.,अब लड़कों को विशेष कैम्प है.,11.35114710927891,4.880869806051147,Direct
Frontier Airlines plans to charge up to $100 for passengers to store carry-on luggage on board their flight.,Frontier एयरलाइंस में अपने विमान बोर्ड पर यात्रियों के लिए सामान कैरी - ऑन स्टोर करने के लिए $ 100 चार्ज करने की योजना है.,Carglance विमानों के लिए $ 100 करने की योजना उनके उड़ान पर सामान जमा करने के लिए।,यात्रियों के लिए 100 डॉलर लेने की योजना... उनके उड़ान में सामान लेने के लिए.,14.290539997302986,8.579336211297584,Direct
"How the back of the plane is laid out - particularly whether seating is 9 or 10 abreast - is central to the economic performance claims being made for new ""mini-jumbo"" jet designs.",विमान का पिछला विभाग कैसे बनाया गया है- विशेष रूप से कि क्या सीटिंग 9 या 10 बराबर है अधिक क्षमता के दावो  को ध्यान मे रखते हुए  मिनी जंबो जेट्स के डिज़ाइन तैयार किए जा रहे है?,"कैसे विमान की पीठ बाहर रखा जाता है - विशेष रूप से है कि क्या बैठने 9 या 10 है - आर्थिक प्रदर्शन के लिए केंद्र है नए ""माइम्बो"" जेट विमानों के लिए बनाया जा रहा है।","कैसे विमान की पीठ बाहर रखा जाता है - विशेष रूप से है कि क्या बैठने 9 या 10 है - आर्थिक प्रदर्शन के लिए केंद्र है नए ""माइम-मिबो"" चक्र के लिए बनाया जा रहा है.",7.978741405529227,7.978741405529227,Tie
"At the same time, they would take out loans against these counterfeit documents.","वहीं, इन जाली कागजात पर लोन ले लेते थे।","साथ ही, वे इन नक़ली दस्तावेज़ों के विरुद्ध ऋण लेते ।","साथ ही, वे इन नक़ली दस्तावेज़ों के खिलाफ ऋण लेते ।",4.456882760699063,4.456882760699063,Tie
The appeals court heard arguments Tuesday on the requested stay.,अपील अदालत ने अनुरोध प्रवास पर मंगलवार को दलीलें सुनी.,अनुरोध पर अपील कोर्ट ने मंगलवार तर्क सुना.,आकर्षक अदालत ने अनुरोध पर मंगलवार तर्क सुना.,5.974994192843766,18.70274255449444,Noisy Channel
"Crispy Pea Rolls, Surti Plaza, Barsa Dola, Hariwali Patra, Jodhpuri Pakaros, Dakor na Gota nu Chat and Lilava Kachori will be awaiting you in the Special Diwali Thali.","इस बार की स्पेशल दीवाली थाली में आपको मटर खस्ता रोल, सूरती प्लाजा, बारसा डोला, हरी वाली पात्रा, जोधपुरी पकोड़ा, डकोर ना गोटा नू चाट और लीलवा कचौरी आप का खास तौर पर इतजार कर रहे है।","Scippppophs, Scutio, Hiwolial, जोर पाका पारोरोस, Daka Nu चैट और Lolapapapy में आप का इंतज़ार किया जाएगा विशेष Dadyyyyyyy.","Scipphat Pioliol, Hiwolial, जोर पाका पारोस, Daka Nu चैट और Lolapapy में आप का इंतजार किया जाएगा विशेष Dayyyyyyyyy.",2.1020056316725406,1.97190984219846,Direct
It is noteworthy that the documents released by the former CIA employee Edward Snowden made the actions of the NSA public.,गौरतलब है कि पूर्व सीआइए कर्मचारी एडवर्ड स्नोडेन द्वारा जारी किए गए दस्तावेजों से एनएसए की करतूतों से पर्दा हटा।,यह बात गौर करने लायक है कि भूतपूर्व ईमानी कर्मचारी एडवर्ड हिटलर द्वारा रिलीज़ किए गए दस्तावेज़ों ने एनएएसएएस जन के कार्य किए ।,यह बात गौर करने लायक है कि भूतपूर्व ईमानी कर्मचारी एडवर्ड हिटलर द्वारा रिलीज़ किए गए दस्तावेज़ों ने एनएएसएएस जन के कार्य किए।,5.6641802272004975,5.928330061638001,Noisy Channel
"""I am as frustrated and angry as anyone,"" she said.","उन्होंने कहा कि ""मैं भी अन्य लोगों की तरह ही निराश तथा क्रोधित हूँ""।","""मैं किसी के रूप में निराश और क्रोधित हूँ,"" उसने कहा.","""मैं किसी के रूप में निराश और क्रोधित हूँ,"" वह कहा.",7.4819983481310155,7.4819983481310155,Tie
"""He does not want multi-party democracy, he does not want transparent elections he does not want peace because he does not want to leave the presidency,"" Mr Mazanga said.","""वह बहुदलीय लोकतंत्र नहीं चाहता है,  वह राष्ट्रपतित्व को छोड़नानहीं चाहता है क्योंकि वह शांति नहीं चाहता है पारदर्शी चुनाव नहीं चाहता है, ""श्री माझांग   ने कहा..","""वह बहुरंग लोकतंत्र नहीं चाहता, वह पारदर्शी चुनाव नहीं चाहता कि वह शांति नहीं चाहता है क्योंकि वह राष्ट्रपति पद को छोड़ना नहीं चाहता,"" श्री माजिया ने कहा.","""वह बहुरंग लोकतंत्र नहीं चाहता, वह पारदर्शी चुनाव नहीं चाहता कि वह शांति नहीं चाहता है क्योंकि वह राष्ट्रपति पद को छोड़ना नहीं चाहता,"" श्री मैजिया ने कहा.",36.272334987218656,36.272334987218656,Tie
The program started with the National Anthem and the lighting of the lamp by all the guests.,कार्यक्रम का शुभारंभ राष्ट्रगान और सभी अतिथियों के करकमलों से दीप प्रज्वलित कर किया गया।,कार्यक्रम राष्ट्रीय एनीकी के साथ शुरू हुआ और सभी मेहमानों ने दीपक की रोशनी शुरू की ।,कार्यक्रम राष्ट्रीय एनीकी के साथ शुरु हुआ और सभी मेहमानों द्वारा दीपक का प्रकाश.,5.439330544349821,6.608973813188645,Noisy Channel
His family had accused his friends because his mobile and other luggage was missing.,उसके परिजनों ने उसके दोस्तों पर उसकी हत्या का आरोप लगाया था क्योंकि उसका मोबाईल व अन्य सामान लापता था।,उसके परिवार ने अपने दोस्तों पर आरोप लगाया था क्योंकि उसका मोबाइल और दूसरा सामान गायब था ।,उसके परिवार ने अपने दोस्तों पर आरोप लगाया था कि उसका मोबाइल और दूसरा सामान गायब है ।,22.622583725445715,10.419462900243012,Direct
"Every shop, large and small, was crowded.",हर छोटी बड़ी दुकान में भीड़ भी इसी प्रकार लगी रही।,"हर दुकान, बड़े - बड़े, भीड़ - भाड़वाले थे ।","हर दुकान, बड़ी - बड़ी और छोटी थी ।",4.456882760699063,5.369488567517933,Noisy Channel
"Today at Liverpool Crown Court Ditta, who works at law firm Forbes Solicitors, based in Blackburn, was facing disgrace after being found guilty of two counts of perverting the course of justice following a three week trial at Liverpool Crown Court.","ब्लैकबनर्ड में स्थिति क़ानून फर्म फ़ोर्ब्स सॉलिसिटर्स में कार्यरत डिट्टा, लिवरपूल क्राउन कोर्ट में तीन सप्ताह तक चले ट्रायल के पश्चात न्याय के मार्ग को बाधित करने के दो मामलों में दोषी पाए जाने के पश्चात आज लिवरपूल क्राउन कोर्ट में अपयश का सामना कर रहा था।","लेकिन, यहोवा के साक्षियों के बारे में क्या कहा जा सकता है?","लेकिन, यहोवा के साक्षियों के बारे में क्या?",0.35407356540523194,0.1327526927312144,Direct
Large crowds gathered in shops on all the three auspicious times in Simla and the suburbs.,उक्त तीनों मुहुर्त के समय शिमला सहित उपनगरों में लोगों की अधिक भीड़ अधिक खरीददारी के लिए उमड़ी।,सीला और उपनगरों में तीन बार दुकानों पर बड़ी भीड़ इकट्ठी हुई ।,सीला और उपनगरों में तीन बार दुकानों पर बड़ी भीड़ जमा हुई ।,4.654169082794504,4.654169082794504,Tie
He remains in breach of his bail conditions.,वह अपनी जमानत की शर्तों के उल्लंघन में हैं।,उन्होंने कहा कि अपने जमा किए गए हालात के उल्लंघन में रहता है।,उन्होंने कहा कि अपने ऋणी परिस्थितियों के उल्लंघन में रहता है।,11.498759556447217,13.950796967929138,Noisy Channel
"Options include upgraded brakes, a service package providing access to Bowler Works mechanics, logistic support, and vehicle storage between events.","इसके विकल्पों में शामिल हैं - अपग्रेड किए गए ब्रेक, सर्विस पैकेज जो बॉलर वर्क्स मैकेनिक्स, लॉजिस्टिक सहायता, तथा ईवेंट के बीच वाहन संग्रह तक पहुंच प्रदान करता है।","इसके अलावा, कुछ देशों में भी ऐसा ही किया जाता है ।","इसके अलावा, कुछ देशों में भी ऐसा ही हुआ है ।",0.9426878515941441,0.8417964182033725,Direct
"The student volunteers usually pay their own way to Cameroon, often arriving with donated medical supplies.","स्वयंसेवी विद्यार्थी कैमरून पहुंचने के लिए आम तौर पर अपने पास से व्यय करते हैं, और वे अकसर दान की चिकित्सा आपूर्तियों के साथ आते हैं।",विद्यार्थी स्वयंसेवक अकसर कैमरून जाते हैं ।,विद्यार्थी स्वयंसेवक अकसर कैमरून आते हैं ।,0.5334071169690752,0.5640093571977797,Noisy Channel
"It is possibly the first time in the state that this type of fraud, worth crores of rupees, has been discovered and exposed.",संभवतः प्रदेश में पहली बार हुए इस तरह के खुलासे में करोड़ों रुपए की ठगी की बात सामने आई है।,"शायद यह राज्य में पहली बार है कि इस प्रकार के धोखाधड़ी, रुपये के योग्य धन - दौलत के योग्य, खोज निकाला गया है और उसका परदाफ़ाश किया गया है ।","संभवतः यह राज्य में पहली बार है कि इस प्रकार के धोखाधड़ी, रुपये के योग्य धन - दौलत के योग्य, खोज निकाला गया है और जुड़ा हुआ है ।",4.750133160738243,5.30918756028263,Noisy Channel
This 40 year super model looked like an 80 or 90 year old and at the event she was wearing a skirt suit and it would not be wrong to say that her face and expression really looked old.,40 साल की ये सुपर मॉडल 80-90 की नजर आ रही थी और इस मौके पर उन्होंने स्कर्ट सूट कॉस्ट्यूम पहन रखी थी और उनके चेहरे व हाव भाव से बुढ़ापा टपक रहा था ऐसा कहा जाए तो गलत नहीं होगा।,इस 40 साल का सुपरतम मॉडल एक 80 या 90 साल का था ।,इस 40 साल का सुपरतम मॉडल एक 80 या 90 साल का था ।,0.978882772199129,0.978882772199129,Tie
"More than 100 NGOs, along with the Executive Management committee of the Mahabodhi Temple, declared a World Heritage centre, were sent notices by the Department.",विश्वदाय धरोहर घोषित महाबोधि मंदिर के प्रबंधकारिणी समिति सहित करीब 100 से अधिक स्वयंसेवी संस्थाओं को विभाग की ओर से नोटिस निर्गत किया गया है।,सन्‌ 100 से भी ज़्यादा लोगों ने इस विभाग के ज़रिए एक विश्‍व विरासत केंद्र का ऐलान किया ।,सन्‌ 100 से भी ज़्यादा लोगों ने इस विभाग के ज़रिए एक विश्‍व विरासत केंद्र का ऐलान किया ।,3.7125783346654475,3.7125783346654475,Tie
"He conceded the YMCA\'s opening statement to the commission was also inaccurate in claiming ""there have been external audits of the YMCA that have recognised the YMCA as being at the forefront of child safety.""","उन्होंने यह भी स्वीकार किया कि आयोग के समक्ष वाई.एम.सी.ए. का यह कथन कि ""वाई.एम.सी.ए. की बाहरी जांच करवाईं गई है तथा उन्होंने वाई.एम.सी.ए. को बाल सुरक्षा के मामले में सबसे आगे पाया है"" भी सटीक नहीं है।","उन्होंने YMCOT का पहला कथन स्वीकार किया\ यह दावा करने में भी गलत था ""वहाँ YMCA की एक बाहरी थी कि पता चला है कि YMA को सुरक्षित बच्चे के सामने किया जा रहा है।",उन्होंने YMCAT का पहला कथन भी स्वीकार किया।,1.7787806983061765,0.0184264528958747,Direct
"Cameron Doerksen, an analyst with National Bank Financial, lowered his rating to ""sector perform"" from ""outperform"" on Thursday with the view that the stock has limited upside over the next one or two quarters.","कैमरून डोरसेन, नेशनल बैंक फाइनेंशियल के साथ एक विश्लेषक शेयर ने गुरुवार को ""मात"" से ""क्षेत्र प्रदर्शन"" के लिए अपनी रेटिंग घटा दी थी स्टॉक अगले एक से या दो तिमाहियों के दौरान ऊपर है सीमित है.","कैमरून डॉक्सन ने नैशनल बैंक वित्तीय के साथ एक सर्वे लिया, अपने रेटिंग से ""बाहर से"" गुरुवार के विचार के साथ कि काठ अगले एक या दो जगहों पर सीमित है।","कैमरून डॉक्सन ने नैशनल बैंक वित्तीय के साथ एक सर्वे लिया, अपने रेटिंग से ""बाहर तक"" गुरुवार के विचार के साथ कि शेयर में सीमित है।",6.282840936744429,4.9707293847642715,Direct
"Since no appropriate arrangements were made there, the Deputy commissioner was fined ten lakh Rupees.",वहां उचित प्रबंध न होने के कारण अमृतसर के डिप्टी कमिश्नर को दस लाख रुपये का जुर्माना भी ठोका।,"चूँकि वहाँ कोई उपयुक्‍त प्रबन्ध नहीं किया गया था, द डिजिटरी नियुक्‍ति - नियुक्‍ति दस रुपये की थी ।","चूँकि वहाँ कोई उपयुक्‍त व्यवस्था नहीं की गयी थी, द डिफ्रेक्टी नियुक्‍ति दस रुपये की थी ।",2.276859592073037,2.416027466056967,Noisy Channel
"The responsibility of investigating the VIP sectors of the city along with the markets, malls, etc. has been assigned to the DSPs along with the inspectors.","साथ ही शहर के वीआइपी सेक्टरों सहित मार्केट्स, मॉल व अन्य जगहों पर जांच करने का जिम्मा इंस्पेक्टर सहित डीएसपी को सौंपा गया है।","शहर के वीपी सेक्टर की जाँच करने की ज़िम्मेदारी, साथ ही बाजारों, बाज़ारों, आदि.","शहर के वीपी सेक्टर की जाँच करने की ज़िम्मेदारी, साथ ही बाजारों, बाजारों, आदि.",4.556667604132135,4.556667604132135,Tie
"Amid a firestorm of criticism, President Obama yesterday walked back his oft-repeated, unambiguous promise that ""if you like your health plan, you can keep it.""","आलोचनाओं की बौछार के बीच, राष्ट्रपति ओबामा ने कल अपने अक्सर दोहराये जाने वाले भ्रामक वादे को वापस ले लिया कि ""यदि आप अपनी स्वास्थ्य योजना को पसंद करें तो उसे जारी रख सकते हैं।""","""अगर आप अपने स्वास्थ्य योजना की तरह हैं, तो आप इसे रख सकते हैं.""","""अगर आप अपने स्वास्थ्य योजना की तरह, आप इसे रख सकते हैं.""",2.5751384417915117,2.199173188579326,Direct
The police could not reveal any information about many more similar recent cases besides these.,पुलिस इनके अलावा हाल ही में हुए कई और मामलों का खुलासा भी नहीं कर पाई है।,"इसके अलावा, पुलिस ने हाल ही के कई मामलों के बारे में और भी कुछ जानकारी नहीं दी ।",पुलिस इन मामलों के अलावा अनेक समान हाल के मामलों के बारे में कुछ भी नहीं बता सकी ।,5.7259987315337755,5.538003944406129,Direct
"Prosecutors had demanded a life sentence, although they could have pushed that the man dubbed the ""Demolition Man"" for his reputation as a master bomb-maker be sentenced to death.","अभियोजकों ने आजीवन कारावास की सजा की मांग की थी, यद्यपि वे यह मांग भी कर सकते थे कि बम बनाने वाले मास्टर व्यक्ति के रूप में कुख्यात ""विध्वंसकारी व्यक्ति"" कहे जाने वाले इस व्यक्ति का मृत्युदंड हो।","Picuter एक जीवन वाक्य की माँग की थी, हालांकि वे धक्का दे सकता था कि उस आदमी को एक महान बम निर्माता के रूप में उसकी प्रतिष्ठा के लिए बुलाया गया था मौत की सजा.","Picuter एक जीवन वाक्य की माँग की थी, हालांकि वे धक्का दे सकता था कि उस आदमी को एक महान बम निर्माता के रूप में उसकी प्रतिष्ठा के लिए बुलाया गया था.",7.040025970355025,6.301954971730818,Direct
Moti Nagar police have registered a case against the accused.,मोती नगर पुलिस ने सभी आरोपियों पर मामला दर्ज कर लिया है।,नी नार्क पुलिस ने आरोपी के विरुद्ध एक मामला रजिस्टर किया है.,नी नार्क पुलिस ने आरोपी के खिलाफ एक मामला रजिस्टर किया है.,6.837203339116283,6.837203339116283,Tie
"The third son of Hirachand Govaradhandas Ambani, who worked as a teacher in a school in Coravada, a small village in Gujarat, Dhirubhai Ambani was born on December 28th, 1932.",गुजरात के एक छोटे से गांव चोरवाड के एक स्कूल में शिक्षक के पद पर पदस्थ हीराचंद गोवरधनदास अंबानी के तीसरे बेटे धीरूभाई अंबानी का जन्म 28 दिसंबर 1932 को हुआ।,"आम तौर पर, यह एक छोटा - सा गाँव था, जो 28 दिसंबर, 1932 की बात है ।","आम तौर पर, वहाँ के लोगों का जन्म 28 दिसंबर, 1932 को हुआ ।",2.8369015140472493,7.661666771119942,Noisy Channel
The bank promptly notified the relevant authorities and has been co-operating with its regulators.,बैंक ने तुरन्त ही सुसंगत प्राधिकरणों को अधिसूचित किया तथा अपने विनियामकों के साथ सहयोग कर रहा है।,बैंक ने तुरंत संबंधित अधिकारियों को सूचित किया और अपने नियामक के साथ सहवास किया गया है.,बैंक ने तुरंत संबंधित अधिकारियों को सूचित किया है और अपने नियामक के साथ सहवास किया गया है.,6.986768364373987,6.585833693600902,Direct
It is being said that Nita Ambani and her daughter Isha may also perform in this.,बताया जा रहा है कि नीता अंबानी और उनकी बेटी ईशा भी इसमें अपनी प्रस्तुती दे सकती है।,यह कहा जा रहा है कि नताता Abyi और उसकी बेटी इशा भी इस में कर सकते हैं।,कहा जा रहा है कि नताता Abii और उसकी बेटी इशा भी इस में कर सकते हैं।,15.464260451973765,15.526320210133514,Noisy Channel
The news came on the same day as Credit Suisse announced it had dismissed a trader at its London exchange traded funds desk this week after he had caused a nearly $6m loss late last year.,"यह समाचार उसी दिन आया, जिस दिन क्रेडिट सुइस ने लंदन में अपने एक्सचेन्ज ट्रेडेड फंड्स डेस्क से ट्रेडर को इस सप्ताह सेवाच्युत किए जाने की घोषणा की थी, जिसने पिछले वर्ष के अंत में लगभग $6 मिलियन का घाटा किया था।","यह खबर उसी दिन आयी, जिस दिन उसने बताया कि लंदन के व्यापार - बाज़ार में व्यापार विभाग में एक व्यापारकर्ता ने पिछले साल के दौरान लगभग $६ करोड़ रुपए खो दिए थे ।","यह खबर उसी दिन आयी, जिस दिन उसने बताया कि लंदन के व्यापार - बाज़ार में व्यापार विभाग में एक व्यापारकर्ता ने पिछले साल के आखिर में करीब 60,000 रुपए खो दिए थे ।",5.195472337747217,4.623078509140586,Direct
Moore added that if he uncovers sufficient evidence to warrant a criminal or civil rights investigation into the death of Johnson he will ask the FBI to conduct it.,मूरे ने यह भी कहा कि यदि वह जॉनसन की मृत्यु के मामले में किसी अपराधी को तलब करने अथवा  नागरिक अधिकारों की जांच करने के लिए पर्याप्त साक्ष्य पाते हैं तो वह उसे करने के लिए एफ.बी.आई. से कहेंगे।,"मूर ने आगे कहा कि यदि वह एक अपराधी या नागरिक अधिकारों की जाँच - पड़ताल के लिए पर्याप्त सबूत बनाता है, तो वह जॉनसन की मृत्यु के लिए एफबीआई से इस तरह व्यवहार करने के लिए पूछना होगा.","मूर ने आगे कहा कि यदि वह एक अपराधी या नागरिक अधिकारों की जाँच - पड़ताल के लिए पर्याप्त सबूत बनाता है, तो वह जॉनसन की मृत्यु के लिए एफबीआई से यह पूछने के लिए पूछना होगा.",21.538902585518695,20.361978660561252,Direct
